
Image Name                     PID Session Name        Session#    Mem Usage
sqlwriter.exe                 5640 Services                   0      2,384 K
svchost.exe                   5728 Services                   0      2,024 K
UltraViewer_Service.exe       5756 Services                   0      6,172 K
sqlservr.exe                  5800 Services                   0     84,320 K
sqlceip.exe                   5812 Services                   0     27,740 K
WifiAutoInstallSrv.exe        5824 Services                   0      2,052 K
MsMpEng.exe                   5840 Services                   0    243,200 K
svchost.exe                   5868 Services                   0     13,772 K
XtuService.exe                5892 Services                   0     12,456 K
ZeroConfigService.exe         5924 Services                   0     12,240 K
jhi_service.exe               5988 Services                   0      1,180 K
dasHost.exe                   6880 Services                   0     14,272 K
AggregatorHost.exe            6924 Services                   0      7,748 K
svchost.exe                   7248 Services                   0      5,840 K
WUDFHost.exe                  7392 Services                   0      7,448 K
svchost.exe                   7756 Services                   0      4,000 K
svchost.exe                   8428 Services                   0      4,180 K
NisSrv.exe                   10016 Services                   0      5,504 K
svchost.exe                   9688 Services                   0      9,504 K
svchost.exe                  10508 Services                   0     19,416 K
svchost.exe                  11076 Services                   0     15,924 K
CNAB4RPD.EXE                 11216 Services                   0        680 K
svchost.exe                  11476 Services                   0      7,860 K
svchost.exe                  13084 Services                   0     12,876 K
svchost.exe                  13820 Services                   0      8,644 K
svchost.exe                  11832 Services                   0     14,832 K
SecurityHealthService.exe    10332 Services                   0     14,716 K
svchost.exe                   2508 Services                   0      7,672 K
svchost.exe                  16452 Services                   0     12,820 K
aesm_service.exe             17132 Services                   0      3,680 K
svchost.exe                  17888 Services                   0     15,472 K
svchost.exe                  16904 Services                   0      5,940 K
SocketHeciServer.exe         16848 Services                   0      1,388 K
HPCommRecovery.exe           17552 Services                   0     19,476 K
HPJumpStartBridge.exe        18380 Services                   0     10,936 K
SgrmBroker.exe                4668 Services                   0      7,808 K
svchost.exe                  18508 Services                   0      9,400 K
OfficeClickToRun.exe         18168 Services                   0     22,176 K
dasHost.exe                   1224 Services                   0      5,548 K
SearchIndexer.exe            13996 Services                   0     46,436 K
svchost.exe                  14220 Services                   0      3,360 K
svchost.exe                  20028 Services                   0      5,552 K
svchost.exe                   8176 Services                   0     14,700 K
svchost.exe                   3036 Services                   0     12,628 K
svchost.exe                  12684 Services                   0      7,772 K
svchost.exe                  17064 Services                   0      6,472 K
svchost.exe                   2212 Services                   0      1,972 K
svchost.exe                   6548 Services                   0      1,220 K
GoogleCrashHandler.exe       20388 Services                   0      1,356 K
GoogleCrashHandler64.exe     17716 Services                   0        548 K
vmnat.exe                      112 Services                   0      3,788 K
vmnetdhcp.exe                22660 Services                   0      1,692 K
svchost.exe                  12960 Services                   0      4,108 K
vmware-usbarbitrator64.ex     8188 Services                   0      5,088 K
vmware-authd.exe              9700 Services                   0      4,368 K
servicehost.exe               9568 Services                   0     25,964 K
svchost.exe                  11024 Services                   0      3,584 K
svchost.exe                  17852 Services                   0      3,532 K
WmiPrvSE.exe                 19680 Services                   0     23,264 K
SysInfoCap.exe               24680 Services                   0     19,480 K
AppHelperCap.exe              3288 Services                   0     13,296 K
NetworkCap.exe               19428 Services                   0     16,292 K
DiagsCap.exe                 16432 Services                   0     14,908 K
mysqld.exe                    6724 Services                   0      4,592 K
mysqld.exe                   20372 Services                   0     16,092 K
conhost.exe                  10112 Services                   0      2,592 K
svchost.exe                  24028 Services                   0      7,408 K
svchost.exe                   1188 Services                   0      9,580 K
svchost.exe                  15392 Services                   0      8,472 K
svchost.exe                  11564 Services                   0      8,568 K
WUDFHost.exe                  2092 Services                   0      9,324 K
svchost.exe                  10924 Services                   0      7,236 K
csrss.exe                     5880 Console                   38      6,816 K
winlogon.exe                  1032 Console                   38     10,944 K
fontdrvhost.exe              15652 Console                   38      6,676 K
dwm.exe                      19148 Console                   38    119,460 K
svchost.exe                  24512 Services                   0      5,584 K
dptf_helper.exe              19692 Console                   38      5,604 K
sihost.exe                    2252 Console                   38     28,312 K
svchost.exe                  23820 Console                   38      8,944 K
svchost.exe                  14868 Console                   38      9,100 K
svchost.exe                  20888 Console                   38     32,732 K
svchost.exe                  21240 Console                   38      7,524 K
igfxEM.exe                   24120 Console                   38     20,484 K
svchost.exe                  12100 Console                   38     32,656 K
taskhostw.exe                13268 Console                   38     18,468 K
HPJumpStartLaunch.exe        22404 Console                   38      3,392 K
taskhostw.exe                16740 Console                   38      6,448 K
explorer.exe                 13528 Console                   38    173,928 K
svchost.exe                  11324 Console                   38     16,844 K
SearchHost.exe               17688 Console                   38    111,232 K
StartMenuExperienceHost.e    21128 Console                   38     95,364 K
Widgets.exe                   7020 Console                   38     38,328 K
RuntimeBroker.exe             4736 Console                   38     24,056 K
uihost.exe                     856 Console                   38     19,448 K
RuntimeBroker.exe            22148 Console                   38     48,228 K
svchost.exe                  21188 Console                   38     15,564 K
dllhost.exe                   8008 Console                   38     17,680 K
SynTPEnh.exe                 16932 Console                   38     20,492 K
Windows.Media.BackgroundP     9360 Console                   38      7,648 K
ctfmon.exe                   10696 Console                   38     23,284 K
TabTip.exe                   10816 Console                   38     16,884 K
TextInputHost.exe             2228 Console                   38     89,900 K
RuntimeBroker.exe            21068 Console                   38     20,316 K
WidgetService.exe            25044 Console                   38     24,076 K
HPSystemEventUtilityHost.    12692 Console                   38     72,328 K
RuntimeBroker.exe            18908 Console                   38     18,976 K
HPCC.Bg.BackgroundApp.exe    20408 Console                   38     50,604 K
HpSystemManagement.exe       17744 Console                   38     47,348 K
unsecapp.exe                 15964 Console                   38      7,692 K
SecurityHealthSystray.exe    23656 Console                   38     10,144 K
ShellExperienceHost.exe       8416 Console                   38     69,140 K
RuntimeBroker.exe            15092 Console                   38     25,712 K
svchost.exe                  11964 Console                   38     11,248 K
SystemSettingsBroker.exe      6864 Console                   38     33,016 K
svchost.exe                  19800 Console                   38      9,144 K
RtkAudUService64.exe         17540 Console                   38     13,336 K
CCleaner64.exe               21948 Console                   38     19,444 K
UniKeyNT.exe                  5308 Console                   38     13,660 K
unsecapp.exe                 25484 Console                   38      8,932 K
Teams.exe                    12076 Console                   38    129,048 K
msedge.exe                   21408 Console                   38    144,704 K
Teams.exe                    14456 Console                   38    104,672 K
Teams.exe                    24752 Console                   38     44,132 K
msedge.exe                    5908 Console                   38      7,800 K
Teams.exe                    13564 Console                   38     58,252 K
msedge.exe                   14248 Console                   38     45,348 K
msedge.exe                   20768 Console                   38     34,648 K
msedge.exe                   17424 Console                   38     17,612 K
Teams.exe                    18228 Console                   38     57,516 K
msedge.exe                   23704 Console                   38     24,348 K
msedge.exe                    7876 Console                   38     53,432 K
msedge.exe                   18248 Console                   38    124,960 K
msedge.exe                   23928 Console                   38     44,248 K
Teams.exe                     8476 Console                   38    245,720 K
Teams.exe                    23884 Console                   38    141,472 K
OneDrive.exe                  4572 Console                   38    122,084 K
HPAudioSwitch.exe            23424 Console                   38     43,908 K
Teams.exe                    18284 Console                   38    133,632 K
msedge.exe                   11784 Console                   38     52,188 K
vmware-tray.exe              20136 Console                   38     13,152 K
svchost.exe                   6948 Console                   38     13,464 K
backgroundTaskHost.exe        2484 Console                   38      3,724 K
RuntimeBroker.exe            25080 Console                   38      8,220 K
svchost.exe                  10716 Services                   0      9,968 K
Code.exe                     21084 Console                   38    110,200 K
Code.exe                     15884 Console                   38     28,420 K
Code.exe                     18320 Console                   38    174,108 K
Code.exe                      2716 Console                   38     41,328 K
Code.exe                      4576 Console                   38    264,804 K
Code.exe                     21200 Console                   38    183,860 K
Code.exe                      1508 Console                   38     92,232 K
Code.exe                     19824 Console                   38     80,708 K
Code.exe                     14408 Console                   38     91,404 K
conhost.exe                   3952 Console                   38      6,708 K
powershell.exe               22764 Console                   38     64,972 K
Code.exe                     10732 Console                   38     78,904 K
java.exe                     19368 Console                   38    447,380 K
backgroundTaskHost.exe       10492 Console                   38      6,864 K
ApplicationFrameHost.exe     25056 Console                   38     34,468 K
SystemSettings.exe           13720 Console                   38     22,236 K
UserOOBEBroker.exe           19416 Console                   38      9,520 K
conhost.exe                  13080 Console                   38      6,836 K
powershell.exe               17576 Console                   38     71,772 K
audiodg.exe                   9640 Services                   0     20,076 K
conhost.exe                   8848 Console                   38      6,824 K
powershell.exe                5884 Console                   38     68,792 K
smartscreen.exe              20720 Console                   38     10,592 K
cmd.exe                      16680 Console                   38      4,924 K
conhost.exe                  14992 Console                   38      8,508 K
OpenConsole.exe              24856 Console                   38     15,280 K
WindowsTerminal.exe          19688 Console                   38     77,648 K
RuntimeBroker.exe            23948 Console                   38     10,772 K
svchost.exe                  15788 Services                   0      7,528 K
java.exe                     15668 Console                   38     38,176 K
java.exe                      3484 Console                   38     37,688 K
tasklist.exe                 20912 Console                   38      9,260 K
conhost.exe                  16304 Console                   38     10,816 K
